WEIGHT,CLASS,GROSS CHG,NET,ORG ZIP,DEST ZIP,
381,55,$119.60 ,$78.00 ,48326,48883,
850,150,$535.25 ,$333.01 ,48326,49783,
687,150,$88.60 ,$217.29 ,48326,49237,
271,55,$121.14 ,$78.33 ,47711,48326,
271,55,$121.14 ,$78.33 ,48326,47711,
650,150,$88.60 ,$182.65 ,48326,48174,
3360,55,"$1,213.97 ",$616.94 ,47711,78041,
351,55,$120.71 ,$78.00 ,48326,44114,
392,55,$102.00 ,$76.70 ,48326,48174,
849,60,$183.56 ,$150.70 ,40258,30728,
849,60,$183.56 ,$150.70 ,30728,40258,
168,250,$86.00 ,$100.36 ,30728,37355,
505,300,$624.74 ,$363.39 ,30728,40601,
603,65,$86.00 ,$99.85 ,48326,44077,
126,250,$86.00 ,$145.96 ,30728,49503,
625,250,$646.63 ,$376.51 ,30728,40601,
168,250,$86.00 ,$100.19 ,30728,37355,
3438,55,"$1,242.15 ",$628.96 ,47711,78041,
849,60,$183.56 ,$150.30 ,40258,30728,
849,60,$183.56 ,$150.30 ,30728,40258,
849,60,$183.55 ,$150.30 ,40258,30728,
849,60,$183.55 ,$150.30 ,30728,40258,
293,70,$111.60 ,$78.98 ,48326,45030,
1325,250,"$1,481.62 ",$861.49 ,30728,48326,
280,55,$193.90 ,$111.73 ,48326,11901,
205,150,$86.00 ,$100.19 ,30728,42240,
174,250,$88.60 ,$103.57 ,30728,37355,
2565,300,"$1,317.38 ",$743.13 ,43506,48326,
2565,300,"$1,317.38 ",$743.13 ,48326,43506,
174,250,$88.60 ,$103.48 ,30728,37355,
201,150,$117.83 ,$110.22 ,48326,25276,
150,100,$110.91 ,$115.64 ,30728,78041,
620,150,$164.61 ,$149.80 ,30728,37388,
362,55,$124.49 ,$79.95 ,48326,44114,
365,55,$125.52 ,$80.60 ,48326,44114,
216,150,$88.60 ,$105.35 ,48326,45320,
560,250,$399.95 ,$282.51 ,48326,49237,
2400,85,$856.32 ,$448.87 ,30728,48326,
152,100,$112.39 ,$115.41 ,30728,78041,
365,70,$109.93 ,$79.96 ,48309,48326,
365,70,$109.93 ,$79.96 ,48326,48309,
2402,55,$867.84 ,$436.22 ,47711,78041,
1595,400,"$3,513.47 ","$1,569.95 ",48326,2895,
355,55,$122.08 ,$78.00 ,48326,44114,
150,150,$86.00 ,$99.93 ,48326,30728,
1535,250,"$1,716.44 ",$988.92 ,30728,48326,
332,85,$88.60 ,$106.85 ,48359,49783,
2937,55,"$1,061.14 ",$531.62 ,47711,78041,
2091,85,$412.35 ,$166.16 ,48359,48170,
2136,85,$421.22 ,$169.73 ,48359,48170,
2492,55,$900.36 ,$450.89 ,47711,78041,
3029,55,"$1,094.38 ",$547.82 ,47711,78041,
2379,55,$859.53 ,$430.09 ,47711,78041,
2136,85,$421.22 ,$169.44 ,48359,48170,
2136,85,$421.22 ,$169.30 ,48359,48170,
2091,85,$412.35 ,$165.73 ,48359,48170,
90,250,$86.00 ,$100.28 ,30728,48170,
650,250,"$1,406.28 ",$839.78 ,43506,78041,
96,250,$88.60 ,$102.69 ,30728,44030,
180,150,$78.50 ,$74.75 ,48326,48188,
143,300,$86.00 ,$100.28 ,30728,37416,
368,55,$126.56 ,$80.28 ,48326,44114,
500,150,$314.85 ,$191.65 ,48326,49783,
3265,55,"$1,179.64 ",$588.12 ,47711,78041,
2091,85,$412.35 ,$165.31 ,48359,48170,
350,55,$86.00 ,$100.02 ,48309,30728,
310,250,$550.25 ,$330.62 ,48326,30728,
3220,250,"$2,914.42 ","$1,665.18 ",30728,48326,
1000,300,"$1,895.88 ",$762.66 ,30728,48326,
376,250,$708.20 ,$427.03 ,48326,29379,
2514,55,$908.31 ,$450.99 ,47711,78041,
209,150,$86.00 ,$100.28 ,48326,49505,
840,60,$86.00 ,$145.79 ,40258,30728,
840,60,$86.00 ,$145.79 ,30728,40258,
250,85,$86.00 ,$100.02 ,30728,48150,
256,125,$88.60 ,$102.95 ,48326,49505,
800,250,"$1,118.20 ",$618.06 ,48326,30728,
211,70,$185.68 ,$142.11 ,48309,78041,
1394,250,"$2,504.18 ","$1,263.88 ",40299,78041,
420,150,$312.44 ,$225.58 ,48326,49783,
521,85,$111.43 ,$111.43 ,48326,60085,
3460,150,"$2,527.84 ","$1,049.04 ",48326,30728,
2610,250,"$1,535.39 ",$618.70 ,30728,30165,
565,250,$873.94 ,$480.74 ,48326,12828,
1223,300,"$2,532.81 ","$1,018.00 ",30728,64153,
1020,55,$88.60 ,$107.29 ,48326,44077,
1051,300,"$2,083.42 ",$872.12 ,30728,64153,
814,300,$859.00 ,$515.82 ,30728,42240,
1260,250,"$1,691.00 ",$680.23 ,30728,43113,
625,60,$88.60 ,$102.95 ,48326,60714,
435,55,$88.60 ,$102.42 ,48326,49783,
350,55,$86.00 ,$100.02 ,30728,48309,
471,150,$86.00 ,$200.28 ,49237,48326,
365,70,$94.98 ,$78.01 ,48309,48326,
365,70,$94.98 ,$78.01 ,48326,48309,
1555,250,"$2,599.12 ","$1,078.62 ",30728,64153,
210,150,$114.24 ,$107.90 ,48326,60803,
625,60,$88.60 ,$102.60 ,48326,60714,
1005,55,$88.60 ,$105.17 ,48326,44077,
1237,300,"$2,479.77 ","$1,019.41 ",30728,64153,
492,55,$166.10 ,$115.17 ,47711,30728,
492,55,$166.10 ,$115.17 ,30728,47711,
1459,55,$442.81 ,$223.73 ,30728,44077,
506,70,$209.94 ,$120.70 ,48326,38310,
214,70,$145.93 ,$68.60 ,48326,60085,
198,55,$144.96 ,$68.60 ,48326,60085,
212,70,$144.96 ,$68.60 ,48326,60085,
350,60,$116.90 ,$78.00 ,48326,49341,
214,150,$88.60 ,$105.43 ,48326,44621,
1495,250,$942.40 ,$377.80 ,30728,37416,
2605,55,$460.56 ,$198.82 ,48326,44077,
155,85,$88.60 ,$107.03 ,30728,49783,
95,250,$88.60 ,$102.51 ,30728,48170,
2050,150,"$1,075.64 ",$446.00 ,48326,49783,
553,70,$115.13 ,$76.05 ,48309,48326,
553,70,$115.13 ,$76.05 ,48326,48309,
365,70,$94.97 ,$76.70 ,48309,48326,
365,70,$94.97 ,$76.70 ,48326,48309,
1480,250,"$1,671.00 ",$673.34 ,30728,40245,
1480,250,"$1,671.00 ",$673.34 ,40245,30728,
240,85,$86.00 ,$100.45 ,48326,63901,
180,250,$311.63 ,$193.51 ,30728,48150,
116,250,$100.06 ,$78.00 ,43506,48026,
150,150,$86.00 ,$99.93 ,30728,48326,
230,55,$88.60 ,$106.32 ,30728,49783,
205,125,$95.65 ,$79.95 ,48326,49505,
450,55,$116.66 ,$141.74 ,30728,19054,
365,70,$94.97 ,$76.38 ,48309,48326,
365,70,$94.97 ,$76.38 ,48326,48309,
110,250,$202.36 ,$120.79 ,43506,27549,
385,250,$608.03 ,$351.13 ,30728,45404,
120,300,$243.04 ,$147.19 ,48326,30728,
428,55,$183.01 ,$117.55 ,48326,17601,
319,55,$142.59 ,$80.28 ,47711,48326,
319,55,$142.59 ,$80.28 ,48326,47711,
2645,55,$467.64 ,$199.38 ,48326,44077,
315,200,$189.73 ,$143.13 ,30728,37388,
310,250,$550.25 ,$330.62 ,30728,48326,
188,150,$78.50 ,$74.75 ,48326,48188,
386,100,$136.18 ,$116.60 ,30728,38501,
191,125,$110.02 ,$80.28 ,48326,60050,
157,300,$86.00 ,$134.93 ,30728,35046,
1491,250,"$1,671.00 ",$671.03 ,30728,40245,
1491,250,"$1,671.00 ",$671.03 ,40245,30728,
536,55,$88.60 ,$106.32 ,30728,48174,
2341,60,$890.52 ,$452.74 ,40258,78041,
493,85,$86.00 ,$145.70 ,30728,28214,
594,55,$253.99 ,$115.17 ,48326,17601,
594,55,$253.99 ,$115.17 ,48326,17601,
644,55,$134.08 ,$76.70 ,48326,48174,
370,70,$96.27 ,$76.70 ,48309,48326,
370,70,$96.27 ,$76.70 ,48326,48309,
384,55,$132.06 ,$79.95 ,48326,44114,
2104,55,$351.58 ,$138.83 ,48326,49042,
7190,55,$986.58 ,$705.18 ,49254,30728,
800,55,$86.00 ,$100.28 ,30728,30165,
800,250,"$1,118.20 ",$618.06 ,30728,48326,
425,85,$86.00 ,$100.36 ,48359,48326,
425,85,$86.00 ,$100.36 ,48326,48359,
1305,250,"$1,028.92 ",$414.26 ,30728,30165,
425,85,$86.00 ,$100.10 ,48359,48326,
425,85,$86.00 ,$100.10 ,48326,48359,
7263,55,$949.27 ,$407.08 ,48326,45342,
180,250,$86.00 ,$100.02 ,30728,37355,
155,200,$216.91 ,$131.45 ,48326,38310,
7840,55,$998.03 ,$763.31 ,49254,30728,
1058,300,"$2,630.08 ","$1,337.13 ",48326,78041,
415,55,$129.75 ,$80.60 ,43506,44114,
3460,150,"$2,527.84 ","$1,049.04 ",30728,48326,
340,150,$86.00 ,$133.23 ,48326,48091,
634,55,$230.46 ,$121.60 ,48326,17601,
2184,55,$588.15 ,$255.73 ,48326,17601,
2748,55,$740.04 ,$321.76 ,48326,17601,
2740,55,$737.88 ,$320.82 ,48326,17601,
2032,55,$547.22 ,$237.92 ,48326,17601,
1550,55,$627.29 ,$316.99 ,47711,78041,
1363,250,"$1,617.20 ",$879.89 ,48326,27549,
1085,250,"$1,240.05 ",$720.00 ,30728,64153,
453,100,$88.60 ,$105.08 ,30728,37416,
7875,55,"$1,002.49 ",$762.69 ,49254,30728,
186,250,$88.60 ,$102.69 ,30728,37355,
230,55,$88.60 ,$103.48 ,30728,49783,
858,300,"$2,037.50 ","$1,281.91 ",30728,88068,
163,125,$107.06 ,$78.00 ,48326,42276,
38,70,$91.00 ,$70.16 ,30728,60126,
365,70,$94.97 ,$74.43 ,48309,48326,
365,70,$94.97 ,$74.43 ,48326,48309,
473,55,$88.60 ,$102.60 ,30728,28214,
650,85,$86.00 ,$100.02 ,48359,48326,
650,85,$86.00 ,$100.02 ,48326,48359,
835,60,$216.35 ,$116.60 ,30728,37122,
192,125,$110.59 ,$78.98 ,48326,60050,
138,250,$86.00 ,$100.36 ,48326,49505,
471,150,$86.00 ,$200.28 ,48326,49237,
173,125,$151.90 ,$73.60 ,48326,53144,
595,175,$157.97 ,$153.64 ,30728,37388,
1575,55,$696.62 ,$343.30 ,30728,11901,
550,300,"$1,155.17 ",$463.09 ,43506,30728,
550,300,"$1,155.17 ",$463.09 ,30728,43506,
205,150,$86.00 ,$100.28 ,30728,40601,
389,70,$101.22 ,$78.98 ,48309,48326,
389,70,$101.22 ,$78.98 ,48326,48309,
1181,55,$477.95 ,$239.06 ,47711,78041,
350,60,$116.90 ,$74.75 ,48326,49341,
315,55,$183.33 ,$118.03 ,30728,11901,
500,70,$244.75 ,$120.70 ,48326,29170,
192,250,$88.60 ,$105.26 ,30728,37355,
3067,55,$542.25 ,$224.84 ,48326,44077,
417,55,$129.75 ,$79.95 ,43506,44114,
600,250,$367.44 ,$248.41 ,48326,48170,
364,300,$578.25 ,$383.78 ,30728,25703,
2342,55,$532.10 ,$224.60 ,30728,45342,
203,150,$88.60 ,$102.33 ,30728,40245,
203,150,$88.60 ,$102.33 ,40245,30728,
1123,55,$496.70 ,$243.38 ,30728,11901,
1576,55,$697.06 ,$341.55 ,30728,11901,
595,175,$157.98 ,$152.64 ,30728,37388,
1165,55,$515.28 ,$252.28 ,30728,11901,
475,150,$314.85 ,$239.12 ,48326,49783,
7545,55,$959.72 ,$414.63 ,48326,44077,
2235,300,"$2,298.25 ","$1,017.20 ",30728,32404,
5574,55,$709.01 ,$305.82 ,48326,44077,
3126,55,$552.68 ,$227.40 ,48326,44077,
680,60,$88.60 ,$105.35 ,48326,60714,
552,100,$193.64 ,$110.67 ,49237,45822,
3325,55,$587.86 ,$241.45 ,48326,44077,
349,70,$88.60 ,$106.85 ,48309,30728,
120,300,$243.04 ,$147.19 ,30728,48326,
108,300,$86.00 ,$100.45 ,30728,40601,
242,100,$139.39 ,$78.98 ,48326,60050,
1560,55,$689.99 ,$335.62 ,30728,11901,
2322,55,$570.28 ,$274.22 ,30728,48174,
1216,60,$345.83 ,$173.64 ,30728,45845,
3585,55,$633.83 ,$259.89 ,48326,44077,
1562,55,$690.87 ,$335.77 ,30728,11901,
1542,55,$682.03 ,$331.46 ,30728,11901,
1683,55,$491.20 ,$243.36 ,30728,44077,
264,70,$181.99 ,$132.05 ,48309,78041,
615,250,$376.63 ,$251.86 ,48326,48170,
210,125,$97.99 ,$78.33 ,48326,49505,
635,70,$257.49 ,$116.60 ,48326,14606,
565,55,$348.15 ,$200.49 ,30728,90670,
1132,55,$500.68 ,$242.53 ,30728,11901,
1141,65,$346.29 ,$184.78 ,30728,44077,
138,300,$171.80 ,$117.55 ,30728,42240,
1520,55,$672.30 ,$325.39 ,30728,11901,
2856,55,$717.14 ,$402.74 ,30728,19148,
1380,250,"$2,798.36 ","$1,418.10 ",48326,78041-5611,
693,60,$88.60 ,$106.41 ,48326,60714,
600,55,$256.56 ,$111.73 ,48326,17601,
950,55,$358.30 ,$144.01 ,48326,49783,
90,300,$104.68 ,$76.38 ,48326,46517,
240,250,$86.00 ,$165.28 ,30728,37091,
3100,300,"$1,449.84 ",$596.53 ,30728,37416,
5920,55,$753.02 ,$320.78 ,48326,44077,
592,55,$162.86 ,$79.95 ,48326,44023,
1700,55,$334.20 ,$150.31 ,48326,49042,
186,250,$86.00 ,$99.93 ,30728,37355,
186,250,$86.00 ,$99.93 ,30728,37355,
214,70,$181.99 ,$130.98 ,48309,78041,
849,85,$321.30 ,$174.85 ,40258,30728,
849,85,$321.30 ,$174.85 ,30728,40258,
1600,55,$320.48 ,$141.35 ,48326,49042,
183,60,$181.99 ,$130.87 ,48309,78041,
170,70,$181.99 ,$130.87 ,48309,78041,
166,70,$181.99 ,$130.87 ,48309,78041,
849,85,$321.30 ,$174.74 ,40258,30728,
849,85,$321.30 ,$174.74 ,30728,40258,
276,125,$86.00 ,$145.79 ,30728,60050,
2492,55,$625.74 ,$349.16 ,30728,19148,
280,70,$181.99 ,$132.26 ,48309,78041,
7190,55,$986.58 ,$705.18 ,30728,49254,
280,70,$181.99 ,$132.16 ,48309,78041,
215,175,$97.65 ,$118.64 ,30728,40601,
2062,55,$555.30 ,$233.15 ,48326,17601,
1170,60,$299.40 ,$145.50 ,40258,48326,
1170,60,$299.40 ,$145.50 ,48326,40258,
196,70,$181.99 ,$130.55 ,48309,78041,
1310,85,$322.13 ,$135.86 ,48326,48051,
1410,85,$346.72 ,$146.23 ,48326,48051,
3112,55,$850.82 ,$376.78 ,48326,19148,
240,55,$86.00 ,$100.36 ,30728,49783,
370,65,$88.60 ,$106.85 ,30728,44077,
175,55,$86.00 ,$100.19 ,30728,49783,
626,55,$227.55 ,$115.64 ,48326,17601,
626,55,$227.55 ,$115.64 ,48326,17601,
160,55,$86.00 ,$100.10 ,30728,49783,
200,70,$181.99 ,$130.12 ,48309,78041,
1110,300,"$1,782.00 ",$714.39 ,30728,43506,
1110,300,"$1,782.00 ",$714.39 ,43506,30728,
426,55,$184.88 ,$115.17 ,48326,19148,
2782,55,$698.56 ,$387.59 ,30728,19148,
2248,250,"$2,335.97 ","$1,009.22 ",48326,27302,
160,55,$86.00 ,$99.93 ,30728,49783,
470,85,$88.60 ,$106.05 ,48359,48326,
470,85,$88.60 ,$106.05 ,48326,48359,
7840,55,$998.03 ,$763.31 ,30728,49254,
1912,250,"$1,638.00 ",$690.81 ,48326,45320,
675,85,$86.00 ,$100.36 ,48326,48051,
3133,55,$553.91 ,$222.82 ,48326,44077,
641,55,$160.96 ,$76.38 ,48326,48883,
308,150,$111.96 ,$115.41 ,48326,48174,
3371,55,$595.99 ,$238.93 ,48326,44077,
2140,55,$572.02 ,$246.93 ,48326,28214,
305,150,$86.00 ,$100.36 ,30728,37416,
349,70,$88.60 ,$106.85 ,30728,48309,
997,300,"$1,439.00 ",$577.87 ,30728,42240,
309,100,$88.60 ,$105.26 ,30728,42301,
7875,55,"$1,002.49 ",$762.69 ,30728,49254,
105,250,$88.60 ,$107.83 ,30728,65202,
438,55,$125.55 ,$78.98 ,48326,48883,
720,55,$281.88 ,$154.00 ,30728,19148,
2534,55,$636.29 ,$349.61 ,30728,19148,
851,100,$467.80 ,$267.31 ,48326,29379,
2572,55,$645.83 ,$354.56 ,30728,19148,
441,55,$88.60 ,$107.12 ,48326,37857,
1250,125,$248.88 ,$152.03 ,30728,37388,
1659,85,$392.69 ,$169.37 ,48359,48170,
2700,85,$532.44 ,$191.62 ,48375,48326,
2700,85,$532.44 ,$191.62 ,48326,48375,
455,250,$736.65 ,$435.84 ,48326,30728,
1425,85,$350.41 ,$145.30 ,48326,48051,
227,100,$167.84 ,$117.31 ,30728,78041,
1705,250,"$1,873.00 ","$1,077.29 ",30728,64153,
1150,85,$282.79 ,$117.16 ,48326,48051,
2658,55,$667.42 ,$365.21 ,30728,19148,
725,150,$456.53 ,$248.80 ,48326,49783,
1081,85,$485.58 ,$213.72 ,48326,28762,
3350,55,$915.89 ,$398.22 ,48326,19148,
3462,55,$946.51 ,$411.53 ,48326,19148,
750,250,"$1,472.48 ",$743.18 ,40299,78041,
2518,55,$632.27 ,$345.41 ,30728,19148,
1230,60,$219.92 ,$117.31 ,30728,37122,
350,55,$88.60 ,$106.32 ,30728,49783,
3372,55,$921.90 ,$400.01 ,48326,19148,
1659,85,$392.69 ,$168.40 ,48359,48170,
431,60,$174.51 ,$121.09 ,30728,49036,
1240,300,$855.96 ,$343.15 ,30728,37416,
8445,55,"$1,074.20 ",$445.79 ,48326,44077,
155,250,$88.60 ,$107.29 ,48326,49315,
205,150,$797.20 ,$165.99 ,30728,78577,
630,55,$163.49 ,$76.70 ,48326,45801,
135,250,$103.30 ,$80.28 ,48326,48170,
2445,250,"$1,296.69 ",$521.17 ,30728,30165,
3066,55,$753.01 ,$349.03 ,30728,48174,
3512,55,$551.38 ,$201.80 ,48326,48883,
6333,55,$827.72 ,$333.53 ,48326,45342,
705,70,$298.14 ,$120.14 ,48326,49783,
1371,250,"$2,083.42 ",$859.43 ,30728,64153,
85,300,$111.95 ,$76.05 ,48326,60473,
118,250,$112.60 ,$76.70 ,48326,49036,
3606,55,$565.00 ,$206.78 ,48326,48883,
83,300,$86.00 ,$100.28 ,30728,72908,
2749,55,$864.84 ,$397.71 ,48326,11901,
368,100,$86.00 ,$146.05 ,30728,46517,
1659,85,$392.69 ,$167.42 ,48359,48170,
455,85,$86.00 ,$100.36 ,48359,48326,
455,85,$86.00 ,$100.36 ,48326,48359,
4062,55,"$1,085.00 ",$478.55 ,48326,19148,
5955,55,$778.32 ,$312.56 ,48326,45342,
1659,85,$392.69 ,$167.28 ,48359,48170,
455,85,$86.00 ,$100.28 ,48359,48326,
455,85,$86.00 ,$100.28 ,48326,48359,
175,150,$88.60 ,$106.85 ,30728,48170,
515,250,$690.82 ,$309.45 ,30728,32404,
2798,55,$880.25 ,$403.97 ,48326,11901,
775,70,$311.10 ,$163.00 ,48326,30728,
770,250,"$1,030.66 ",$601.79 ,30728,64153,
1659,85,$392.69 ,$166.86 ,48359,48170,
295,50,$217.75 ,$149.59 ,30728,90670,
285,85,$88.60 ,$106.41 ,48326,27530,
726,85,$88.60 ,$105.26 ,48359,48326,
726,85,$88.60 ,$105.26 ,48326,48359,
3195,55,$784.69 ,$360.99 ,30728,48174,
1066,85,$332.70 ,$136.77 ,48326,45320,
95,400,$88.60 ,$103.48 ,30728,42240,
1260,125,$250.87 ,$150.54 ,30728,37388,
1093,55,$360.80 ,$154.85 ,48326,28214,
358,65,$86.00 ,$100.10 ,30728,44077,
312,70,$185.68 ,$142.00 ,48309,78041,
1047,55,$345.61 ,$147.96 ,48326,28214,
2540,150,"$1,045.72 ",$684.01 ,48326,19605,
780,300,$658.28 ,$314.32 ,30728,37416,
304,150,$124.55 ,$115.41 ,49247,48326,
1659,85,$392.69 ,$165.75 ,48359,48170,
8860,55,"$1,922.62 ",$835.94 ,48326,19148,
2137,70,$88.60 ,$104.90 ,30728,30736,
2137,70,$88.60 ,$104.90 ,30736,30728,
1659,85,$392.69 ,$165.61 ,48359,48170,
1659,85,$392.69 ,$165.61 ,48359,48170,
650,250,$875.68 ,$386.68 ,30728,46219,
3275,60,$497.15 ,$195.40 ,43506,48326,
3275,60,$497.15 ,$195.40 ,48326,43506,
2610,55,$354.18 ,$133.40 ,48326,48060,
920,250,"$1,564.74 ",$861.90 ,47711,78041,
475,55,$104.11 ,$79.95 ,48326,48174,
595,400,"$1,667.25 ",$853.60 ,30728,78041,
400,55,$86.00 ,$100.10 ,48309,30728,
1375,250,"$1,403.76 ",$659.80 ,30728,43113,
12300,60,"$1,382.52 ",$602.22 ,30728,28214,
7885,55,"$1,003.76 ",$710.33 ,49254,30728,
75,300,$113.39 ,$76.70 ,47711,48326,
75,300,$113.39 ,$76.70 ,48326,47711,
226,125,$105.45 ,$79.95 ,48326,49505,
2209,55,$400.93 ,$151.63 ,48326,45342,
660,300,"$1,750.52 ",$887.81 ,43506,78041,
85,300,$111.95 ,$74.75 ,48326,60473,
300,250,$249.00 ,$203.41 ,43506,46516,
1745,55,$822.24 ,$399.28 ,49254,78041,
924,55,$303.50 ,$163.69 ,30728,44077,
1250,250,"$1,813.73 ",$745.60 ,48326,27596,
7905,55,"$1,006.31 ",$709.76 ,49254,30728,
600,50,$86.00 ,$100.02 ,48326,30728,
7780,55,$990.39 ,$698.30 ,49254,30728,
7860,55,"$1,000.58 ",$705.18 ,49254,30728,
706,85,$426.07 ,$195.25 ,48326,6354,
525,300,$946.26 ,$424.81 ,48326,19605,
231,100,$165.43 ,$71.04 ,48326,60085,
1220,250,"$1,280.51 ",$557.62 ,30728,32404,
552,250,$380.33 ,$184.54 ,30728,37388,
350,55,$88.60 ,$103.57 ,30728,49783,
580,400,$916.92 ,$431.81 ,30728,28762,
660,300,"$1,393.26 ",$706.62 ,30728,78041,
1655,85,$406.96 ,$163.71 ,48326,48051,
7875,55,"$1,002.48 ",$705.18 ,49254,30728,
1135,85,$279.10 ,$112.27 ,48326,48051,
8200,55,"$1,079.12 ",$478.96 ,30728,28214,
1320,150,$335.81 ,$238.05 ,49237,48326,
500,300,"$1,003.75 ",$445.75 ,48326,29170,
7815,55,$994.85 ,$698.88 ,49254,30728,
790,60,$170.80 ,$119.52 ,40258,30728,
790,60,$170.80 ,$119.52 ,30728,40258,
1395,250,"$1,143.07 ",$482.48 ,30728,42240,
7910,55,"$1,006.94 ",$706.32 ,49254,30728,
1580,60,$526.46 ,$227.95 ,48326,2895,
3748,55,$636.00 ,$255.19 ,48326,44077,
500,250,$673.60 ,$294.05 ,30728,46219,
2504,65,$442.71 ,$190.32 ,48326,44077,
1047,55,$345.61 ,$145.76 ,48326,28214,
815,100,$686.88 ,$392.99 ,48326,78041,
317,150,$86.00 ,$100.19 ,30728,37416,
6350,55,$807.72 ,$325.47 ,48326,44077,
1023,65,$88.60 ,$104.90 ,48326,44077,
1057,55,$348.92 ,$147.03 ,48326,28214,
1000,65,$88.60 ,$102.51 ,48326,44077,
3098,65,$547.73 ,$235.08 ,48326,44077,
7840,55,$998.03 ,$698.30 ,49254,30728,
8010,55,"$1,019.67 ",$713.20 ,49254,30728,
760,85,$88.60 ,$107.83 ,48326,48051,
1410,150,$307.52 ,$234.41 ,48326,48174,
3405,60,$826.05 ,$356.59 ,48326,37122,
3354,55,$916.98 ,$385.00 ,48326,19148,
4338,55,"$1,085.00 ",$497.93 ,48326,19148,
7920,55,"$1,008.21 ",$704.61 ,49254,30728,
268,85,$182.76 ,$71.65 ,48326,60085,
4100,55,$658.00 ,$310.52 ,30728,28214,
5450,55,$693.24 ,$278.63 ,48326,44077,
7860,55,"$1,273.00 ",$698.88 ,49254,30728,
2893,65,$511.48 ,$218.99 ,48326,44077,
1080,70,$521.10 ,$306.85 ,48326,78041-5611,
1624,85,$384.40 ,$159.39 ,48359,48170,
1659,85,$392.69 ,$162.82 ,48359,48326,
1659,85,$392.69 ,$162.82 ,48326,48359,
7860,55,"$1,000.57 ",$698.30 ,49254,30728,
7860,55,"$1,000.57 ",$698.30 ,49254,30728,
7855,55,$999.95 ,$697.73 ,49254,30728,
1055,55,$509.04 ,$247.19 ,48326,78041,
600,55,$88.60 ,$105.08 ,48309,30728,
3700,55,"$1,011.58 ",$423.84 ,48326,19148,
140,250,$88.60 ,$105.35 ,47711,30728,
140,250,$88.60 ,$105.35 ,30728,47711,
400,55,$86.00 ,$100.10 ,30728,48309,
1585,100,$807.40 ,$351.05 ,48326,2895,
162,250,$195.74 ,$121.84 ,30728,40245,
162,250,$195.74 ,$121.84 ,40245,30728,
790,60,$170.80 ,$118.74 ,40258,30728,
790,60,$170.80 ,$118.74 ,30728,40258,
4100,55,$658.00 ,$309.84 ,30728,28214,
128,250,$110.41 ,$76.70 ,43506,48026,
455,250,$736.65 ,$435.84 ,30728,48326,
5636,55,$716.90 ,$287.40 ,48326,44077,
430,150,$994.81 ,$207.27 ,30728,39046,
8045,55,"$1,024.12 ",$713.20 ,49254,30728,
615,60,$88.60 ,$106.85 ,48326,37122,
7960,55,"$1,013.31 ",$705.18 ,49254,30728,
775,70,$311.10 ,$163.00 ,30728,48326,
475,250,$781.70 ,$465.77 ,48326,29379,
215,150,$86.00 ,$100.10 ,48326,49783,
1238,250,"$1,468.89 ",$653.89 ,48326,27302,
310,300,$635.56 ,$353.48 ,48326,38382,
150,150,$88.60 ,$106.41 ,30728,49783,
1659,85,$392.69 ,$161.98 ,48359,48170,
2245,250,$742.20 ,$339.35 ,30728,37416,
1475,250,"$1,905.41 ",$865.51 ,48326,12832,
209,150,$86.00 ,$100.36 ,30728,38063,
1980,250,"$1,810.20 ","$1,043.93 ",48326,30728,
600,50,$86.00 ,$100.02 ,30728,48326,
110,250,$88.60 ,$104.90 ,30728,48170,
790,60,$170.80 ,$118.16 ,40258,30728,
790,60,$170.80 ,$118.16 ,30728,40258,
7910,55,"$1,006.94 ",$698.30 ,49254,30728,
380,300,$769.61 ,$415.54 ,48326,30728,
1254,55,$265.97 ,$114.72 ,48326,44077,
150,150,$88.60 ,$106.23 ,30728,49783,
297,125,$88.60 ,$102.95 ,48326,46517,
640,85,$86.00 ,$100.36 ,48326,45845,
1238,250,"$1,468.89 ",$651.78 ,48326,27302,
3314,55,$832.15 ,$435.53 ,30728,19148,
3100,55,$975.26 ,$432.76 ,48326,11901,
2293,55,$721.38 ,$320.10 ,48326,11901,
810,300,"$1,697.70 ",$853.78 ,30728,78041,
1980,250,"$1,810.20 ","$1,041.85 ",48326,30728,
1094,55,$86.00 ,$99.93 ,48326,44077,
1300,250,"$1,845.74 ",$936.10 ,30707,78041,
508,300,$915.62 ,$403.84 ,48326,19605,
8080,55,"$1,028.58 ",$712.05 ,49254,30728,
2365,55,$580.84 ,$250.95 ,30728,44077,
2840,55,$713.12 ,$372.93 ,30728,19148,
2512,55,$630.76 ,$329.59 ,30728,19148,
600,250,$804.84 ,$347.91 ,30728,32404,
119,250,$116.91 ,$78.98 ,48326,49505,
200,400,$730.96 ,$471.00 ,30728,88008,
196,175,$78.50 ,$80.28 ,48326,48188,
1060,55,$321.71 ,$141.89 ,48326,17601,
1176,300,"$1,371.92 ",$657.25 ,30728,43113,
1176,300,"$1,371.92 ",$657.25 ,30728,43113,
2230,60,$541.00 ,$230.65 ,48326,37122,
440,55,$190.96 ,$111.73 ,48326,19054,
1659,85,$392.69 ,$161.01 ,48359,48170,
8080,55,"$1,028.58 ",$709.76 ,49254,30728,
595,60,$88.60 ,$102.42 ,48326,37122,
2449,300,"$2,313.08 ","$1,077.70 ",30728,43113,
8120,55,"$1,033.67 ",$712.63 ,49254,30728,
1276,55,$378.20 ,$192.27 ,30728,64153,
1630,55,$494.71 ,$217.76 ,48326,17601,
530,65,$88.60 ,$102.42 ,30728,44077,
